clade	species	position	GC_mean
reptile	rGopEvg1	five-prime-30kb-3200bp	0.4642777646292249
reptile	rGopEvg1	five-prime-30kb-3300bp	0.4632651806664499
reptile	rGopEvg1	five-prime-30kb-3400bp	0.46383332038853575
reptile	rGopEvg1	five-prime-30kb-3500bp	0.4651366565231929
reptile	rGopEvg1	five-prime-30kb-3600bp	0.46474235165115024
reptile	rGopEvg1	five-prime-30kb-3700bp	0.46371601664261375
reptile	rGopEvg1	five-prime-30kb-3800bp	0.4631652609399621
reptile	rGopEvg1	five-prime-30kb-3900bp	0.4637645909338896
reptile	rGopEvg1	five-prime-30kb-4000bp	0.4633772123741219
reptile	rGopEvg1	five-prime-30kb-4100bp	0.4637541084155469
reptile	rGopEvg1	five-prime-30kb-4200bp	0.4640582609039281
reptile	rGopEvg1	five-prime-30kb-4300bp	0.46455944905813246
reptile	rGopEvg1	five-prime-30kb-4400bp	0.4640368644926069
reptile	rGopEvg1	five-prime-30kb-4500bp	0.465059077712511
reptile	rGopEvg1	five-prime-30kb-4600bp	0.46543177368172306
reptile	rGopEvg1	five-prime-30kb-4700bp	0.4658942677739518
reptile	rGopEvg1	five-prime-30kb-4800bp	0.4653388672111371
reptile	rGopEvg1	five-prime-30kb-4900bp	0.46605052024300514
reptile	rGopEvg1	five-prime-30kb-5000bp	0.46545270407129835
reptile	rGopEvg1	five-prime-30kb-5100bp	0.46564059531043533
reptile	rGopEvg1	five-prime-30kb-5200bp	0.4660168106358705
reptile	rGopEvg1	five-prime-30kb-5300bp	0.4664517218095881
reptile	rGopEvg1	five-prime-30kb-5400bp	0.46704537039053823
reptile	rGopEvg1	five-prime-30kb-5500bp	0.46728981129393365
reptile	rGopEvg1	five-prime-30kb-5600bp	0.4664118838622552
reptile	rGopEvg1	five-prime-30kb-5700bp	0.46660523046613533
reptile	rGopEvg1	five-prime-30kb-5800bp	0.46519472142678414
reptile	rGopEvg1	five-prime-30kb-5900bp	0.4661134638202637
reptile	rGopEvg1	five-prime-30kb-6000bp	0.46639218957957124
reptile	rGopEvg1	five-prime-30kb-6100bp	0.4657679451684787
reptile	rGopEvg1	five-prime-30kb-6200bp	0.4665479047199622
reptile	rGopEvg1	five-prime-30kb-6300bp	0.4663131441252854
reptile	rGopEvg1	five-prime-30kb-6400bp	0.4663487340780593
reptile	rGopEvg1	five-prime-30kb-6500bp	0.4665143032926138
reptile	rGopEvg1	five-prime-30kb-6600bp	0.46688516773964195
reptile	rGopEvg1	five-prime-30kb-6700bp	0.46649945818019284
reptile	rGopEvg1	five-prime-30kb-6800bp	0.4673672902929972
reptile	rGopEvg1	five-prime-30kb-6900bp	0.4668680776353655
reptile	rGopEvg1	five-prime-30kb-7000bp	0.46789264527706437
reptile	rGopEvg1	five-prime-30kb-7100bp	0.46737549315692617
reptile	rGopEvg1	five-prime-30kb-7200bp	0.46713822675400096
reptile	rGopEvg1	five-prime-30kb-7300bp	0.46718617057194944
reptile	rGopEvg1	five-prime-30kb-7400bp	0.46742453913160914
reptile	rGopEvg1	five-prime-30kb-7500bp	0.4668532649064758
reptile	rGopEvg1	five-prime-30kb-7600bp	0.4654237288135593
reptile	rGopEvg1	five-prime-30kb-7700bp	0.46571949490174896
reptile	rGopEvg1	five-prime-30kb-7800bp	0.4652400567222635
reptile	rGopEvg1	five-prime-30kb-7900bp	0.4649271369411768
reptile	rGopEvg1	five-prime-30kb-8000bp	0.4662407707545472
reptile	rGopEvg1	five-prime-30kb-8100bp	0.4668982982171799
reptile	rGopEvg1	five-prime-30kb-8200bp	0.46695232306861156
reptile	rGopEvg1	five-prime-30kb-8300bp	0.4668558079820166
reptile	rGopEvg1	five-prime-30kb-8400bp	0.4663933674600206
reptile	rGopEvg1	five-prime-30kb-8500bp	0.4654954702891489
reptile	rGopEvg1	five-prime-30kb-8600bp	0.4658198009794995
reptile	rGopEvg1	five-prime-30kb-8700bp	0.46520210035793885
reptile	rGopEvg1	five-prime-30kb-8800bp	0.4663905301044344
reptile	rGopEvg1	five-prime-30kb-8900bp	0.46650015383114596
reptile	rGopEvg1	five-prime-30kb-9000bp	0.46539759841316114
reptile	rGopEvg1	five-prime-30kb-9100bp	0.465476158314197
reptile	rGopEvg1	five-prime-30kb-9200bp	0.46576387950830744
reptile	rGopEvg1	five-prime-30kb-9300bp	0.46521815480210726
reptile	rGopEvg1	five-prime-30kb-9400bp	0.46613559338441285
reptile	rGopEvg1	five-prime-30kb-9500bp	0.4651499464386436
reptile	rGopEvg1	five-prime-30kb-9600bp	0.46551465622045124
reptile	rGopEvg1	five-prime-30kb-9700bp	0.46685309017223914
reptile	rGopEvg1	five-prime-30kb-9800bp	0.46695778453225256
reptile	rGopEvg1	five-prime-30kb-9900bp	0.46685984464707875
reptile	rGopEvg1	five-prime-30kb-10000bp	0.4668395812225599
reptile	rGopEvg1	five-prime-30kb-10100bp	0.4677056342194492
reptile	rGopEvg1	five-prime-30kb-10200bp	0.46768545254981425
reptile	rGopEvg1	five-prime-30kb-10300bp	0.467175428721528
reptile	rGopEvg1	five-prime-30kb-10400bp	0.4672198581560284
reptile	rGopEvg1	five-prime-30kb-10500bp	0.46684865151734456
reptile	rGopEvg1	five-prime-30kb-10600bp	0.4669676586165151
reptile	rGopEvg1	five-prime-30kb-10700bp	0.4661224443844006
reptile	rGopEvg1	five-prime-30kb-10800bp	0.4667792488516618
reptile	rGopEvg1	five-prime-30kb-10900bp	0.46629904830526286
reptile	rGopEvg1	five-prime-30kb-11000bp	0.467250654934624
reptile	rGopEvg1	five-prime-30kb-11100bp	0.466455349905431
reptile	rGopEvg1	five-prime-30kb-11200bp	0.4664730574748137
reptile	rGopEvg1	five-prime-30kb-11300bp	0.4660578748460402
reptile	rGopEvg1	five-prime-30kb-11400bp	0.4662177604053578
reptile	rGopEvg1	five-prime-30kb-11500bp	0.4657101684229487
reptile	rGopEvg1	five-prime-30kb-11600bp	0.46637211950438107
reptile	rGopEvg1	five-prime-30kb-11700bp	0.46647865441772496
reptile	rGopEvg1	five-prime-30kb-11800bp	0.4670047470860625
reptile	rGopEvg1	five-prime-30kb-11900bp	0.466636044312348
reptile	rGopEvg1	five-prime-30kb-12000bp	0.466067279113753
reptile	rGopEvg1	five-prime-30kb-12100bp	0.4661222192200306
reptile	rGopEvg1	five-prime-30kb-12200bp	0.46752364225884896
reptile	rGopEvg1	five-prime-30kb-12300bp	0.46671124921192464
reptile	rGopEvg1	five-prime-30kb-12400bp	0.46725878462706344
reptile	rGopEvg1	five-prime-30kb-12500bp	0.4673140678409525
reptile	rGopEvg1	five-prime-30kb-12600bp	0.46664180894207336
reptile	rGopEvg1	five-prime-30kb-12700bp	0.4673995395943649
reptile	rGopEvg1	five-prime-30kb-12800bp	0.46782922809260014
reptile	rGopEvg1	five-prime-30kb-12900bp	0.4673715639027759
reptile	rGopEvg1	five-prime-30kb-13000bp	0.46739556109286196
reptile	rGopEvg1	five-prime-30kb-13100bp	0.4668655405405405
reptile	rGopEvg1	five-prime-30kb-13200bp	0.466852027027027
reptile	rGopEvg1	five-prime-30kb-13300bp	0.46654324324324326
reptile	rGopEvg1	five-prime-30kb-13400bp	0.4668567107945807
reptile	rGopEvg1	five-prime-30kb-13500bp	0.46695828714580584
reptile	rGopEvg1	five-prime-30kb-13600bp	0.4668689768000672
reptile	rGopEvg1	five-prime-30kb-13700bp	0.4679872652344278
reptile	rGopEvg1	five-prime-30kb-13800bp	0.4672280772868531
reptile	rGopEvg1	five-prime-30kb-13900bp	0.467309434730007
reptile	rGopEvg1	five-prime-30kb-14000bp	0.4677168690821407
reptile	rGopEvg1	five-prime-30kb-14100bp	0.46702790352003243
reptile	rGopEvg1	five-prime-30kb-14200bp	0.4673285588811567
reptile	rGopEvg1	five-prime-30kb-14300bp	0.4675096277278562
reptile	rGopEvg1	five-prime-30kb-14400bp	0.46632513180609886
reptile	rGopEvg1	five-prime-30kb-14500bp	0.4660459769177952
reptile	rGopEvg1	five-prime-30kb-14600bp	0.4664003096549483
reptile	rGopEvg1	five-prime-30kb-14700bp	0.4662359566640908
reptile	rGopEvg1	five-prime-30kb-14800bp	0.46635953850080325
reptile	rGopEvg1	five-prime-30kb-14900bp	0.4655101363499099
reptile	rGopEvg1	five-prime-30kb-15000bp	0.46431108898878576
reptile	rGopEvg1	five-prime-30kb-15100bp	0.46527631401162
reptile	rGopEvg1	five-prime-30kb-15200bp	0.46625499927741665
reptile	rGopEvg1	five-prime-30kb-15300bp	0.466485503448287
reptile	rGopEvg1	five-prime-30kb-15400bp	0.4664031887582759
reptile	rGopEvg1	five-prime-30kb-15500bp	0.4675841102553709
reptile	rGopEvg1	five-prime-30kb-15600bp	0.4678610998513715
reptile	rGopEvg1	five-prime-30kb-15700bp	0.46764896635589787
reptile	rGopEvg1	five-prime-30kb-15800bp	0.46656846171522914
reptile	rGopEvg1	five-prime-30kb-15900bp	0.46780490712701783
reptile	rGopEvg1	five-prime-30kb-16000bp	0.46758411025537083
reptile	rGopEvg1	five-prime-30kb-16100bp	0.4672584785839752
reptile	rGopEvg1	five-prime-30kb-16200bp	0.46628105811526965
reptile	rGopEvg1	five-prime-30kb-16300bp	0.4667668647838211
reptile	rGopEvg1	five-prime-30kb-16400bp	0.46661599783813
reptile	rGopEvg1	five-prime-30kb-16500bp	0.4667848939332523
reptile	rGopEvg1	five-prime-30kb-16600bp	0.46664977705715444
reptile	rGopEvg1	five-prime-30kb-16700bp	0.4657897581407918
reptile	rGopEvg1	five-prime-30kb-16800bp	0.46562423996757196
reptile	rGopEvg1	five-prime-30kb-16900bp	0.4664686572111478
reptile	rGopEvg1	five-prime-30kb-17000bp	0.4668691304641578
reptile	rGopEvg1	five-prime-30kb-17100bp	0.46614688196743465
reptile	rGopEvg1	five-prime-30kb-17200bp	0.46495894012075356
reptile	rGopEvg1	five-prime-30kb-17300bp	0.4657105648275208
reptile	rGopEvg1	five-prime-30kb-17400bp	0.4658938754076499
reptile	rGopEvg1	five-prime-30kb-17500bp	0.4661605513886074
reptile	rGopEvg1	five-prime-30kb-17600bp	0.4665903101560916
reptile	rGopEvg1	five-prime-30kb-17700bp	0.4651726468004595
reptile	rGopEvg1	five-prime-30kb-17800bp	0.4657382255557808
reptile	rGopEvg1	five-prime-30kb-17900bp	0.4658584603580451
reptile	rGopEvg1	five-prime-30kb-18000bp	0.46611019236719403
reptile	rGopEvg1	five-prime-30kb-18100bp	0.46582809649300627
reptile	rGopEvg1	five-prime-30kb-18200bp	0.46616933576593006
reptile	rGopEvg1	five-prime-30kb-18300bp	0.4665930130414217
reptile	rGopEvg1	five-prime-30kb-18400bp	0.4670322319075614
reptile	rGopEvg1	five-prime-30kb-18500bp	0.4661308196499763
reptile	rGopEvg1	five-prime-30kb-18600bp	0.4662890651395365
reptile	rGopEvg1	five-prime-30kb-18700bp	0.4663853223408569
reptile	rGopEvg1	five-prime-30kb-18800bp	0.4668664684416813
reptile	rGopEvg1	five-prime-30kb-18900bp	0.4667644276253548
reptile	rGopEvg1	five-prime-30kb-19000bp	0.4663672753869759
reptile	rGopEvg1	five-prime-30kb-19100bp	0.46699425953720636
reptile	rGopEvg1	five-prime-30kb-19200bp	0.4671157677006881
reptile	rGopEvg1	five-prime-30kb-19300bp	0.4673211344876435
reptile	rGopEvg1	five-prime-30kb-19400bp	0.46663941073117987
reptile	rGopEvg1	five-prime-30kb-19500bp	0.46718943461048607
reptile	rGopEvg1	five-prime-30kb-19600bp	0.4666055944033002
reptile	rGopEvg1	five-prime-30kb-19700bp	0.4669796594134342
reptile	rGopEvg1	five-prime-30kb-19800bp	0.46772624393475326
reptile	rGopEvg1	five-prime-30kb-19900bp	0.4667937419315751
reptile	rGopEvg1	five-prime-30kb-20000bp	0.46683268009190426
reptile	rGopEvg1	five-prime-30kb-20100bp	0.46679570134217724
reptile	rGopEvg1	five-prime-30kb-20200bp	0.46557680610934643
reptile	rGopEvg1	five-prime-30kb-20300bp	0.46489921175668286
reptile	rGopEvg1	five-prime-30kb-20400bp	0.466491723334789
reptile	rGopEvg1	five-prime-30kb-20500bp	0.4669734487268025
reptile	rGopEvg1	five-prime-30kb-20600bp	0.4665329141546754
reptile	rGopEvg1	five-prime-30kb-20700bp	0.46634465088844645
reptile	rGopEvg1	five-prime-30kb-20800bp	0.46701763871054947
reptile	rGopEvg1	five-prime-30kb-20900bp	0.4663979184969927
reptile	rGopEvg1	five-prime-30kb-21000bp	0.4675501790903562
reptile	rGopEvg1	five-prime-30kb-21100bp	0.4668121916604717
reptile	rGopEvg1	five-prime-30kb-21200bp	0.4669891419431867
reptile	rGopEvg1	five-prime-30kb-21300bp	0.4665290723633631
reptile	rGopEvg1	five-prime-30kb-21400bp	0.46640492872930484
reptile	rGopEvg1	five-prime-30kb-21500bp	0.46732065912708304
reptile	rGopEvg1	five-prime-30kb-21600bp	0.46710665044606653
reptile	rGopEvg1	five-prime-30kb-21700bp	0.4671640984049743
reptile	rGopEvg1	five-prime-30kb-21800bp	0.46758177885915114
reptile	rGopEvg1	five-prime-30kb-21900bp	0.4672661530143282
reptile	rGopEvg1	five-prime-30kb-22000bp	0.46704244390375776
reptile	rGopEvg1	five-prime-30kb-22100bp	0.46709921600432547
reptile	rGopEvg1	five-prime-30kb-22200bp	0.4663939838209911
reptile	rGopEvg1	five-prime-30kb-22300bp	0.4662340940235479
reptile	rGopEvg1	five-prime-30kb-22400bp	0.46660246012435797
reptile	rGopEvg1	five-prime-30kb-22500bp	0.4669883752365504
reptile	rGopEvg1	five-prime-30kb-22600bp	0.4667802108678021
reptile	rGopEvg1	five-prime-30kb-22700bp	0.4670377128953771
reptile	rGopEvg1	five-prime-30kb-22800bp	0.4670032441200324
reptile	rGopEvg1	five-prime-30kb-22900bp	0.46714968009371904
reptile	rGopEvg1	five-prime-30kb-23000bp	0.46688902406055693
reptile	rGopEvg1	five-prime-30kb-23100bp	0.46624132648463545
reptile	rGopEvg1	five-prime-30kb-23200bp	0.4670444232031823
reptile	rGopEvg1	five-prime-30kb-23300bp	0.4672222612974917
reptile	rGopEvg1	five-prime-30kb-23400bp	0.46627712064886784
reptile	rGopEvg1	five-prime-30kb-23500bp	0.46651590122478476
reptile	rGopEvg1	five-prime-30kb-23600bp	0.4660083534804724
reptile	rGopEvg1	five-prime-30kb-23700bp	0.4672290654267324
reptile	rGopEvg1	five-prime-30kb-23800bp	0.4676947917840111
reptile	rGopEvg1	five-prime-30kb-23900bp	0.4673051706657655
reptile	rGopEvg1	five-prime-30kb-24000bp	0.466353497803312
reptile	rGopEvg1	five-prime-30kb-24100bp	0.46667455221358567
reptile	rGopEvg1	five-prime-30kb-24200bp	0.4669976343359243
reptile	rGopEvg1	five-prime-30kb-24300bp	0.46771782172448756
reptile	rGopEvg1	five-prime-30kb-24400bp	0.46612322529770667
reptile	rGopEvg1	five-prime-30kb-24500bp	0.4658517581144537
reptile	rGopEvg1	five-prime-30kb-24600bp	0.4669541342814916
reptile	rGopEvg1	five-prime-30kb-24700bp	0.4660603418990122
reptile	rGopEvg1	five-prime-30kb-24800bp	0.4653701329678543
reptile	rGopEvg1	five-prime-30kb-24900bp	0.46588617006894684
reptile	rGopEvg1	five-prime-30kb-25000bp	0.46684534270650263
reptile	rGopEvg1	five-prime-30kb-25100bp	0.46742146309314586
reptile	rGopEvg1	five-prime-30kb-25200bp	0.46694008527927683
reptile	rGopEvg1	five-prime-30kb-25300bp	0.4671591765001255
reptile	rGopEvg1	five-prime-30kb-25400bp	0.4670806822295002
reptile	rGopEvg1	five-prime-30kb-25500bp	0.4670562390158173
reptile	rGopEvg1	five-prime-30kb-25600bp	0.46789036095714476
reptile	rGopEvg1	five-prime-30kb-25700bp	0.46719751250506963
reptile	rGopEvg1	five-prime-30kb-25800bp	0.46660402866026773
reptile	rGopEvg1	five-prime-30kb-25900bp	0.4671008516966338
reptile	rGopEvg1	five-prime-30kb-26000bp	0.46653892403036795
reptile	rGopEvg1	five-prime-30kb-26100bp	0.4669403867262186
reptile	rGopEvg1	five-prime-30kb-26200bp	0.4659531475858196
reptile	rGopEvg1	five-prime-30kb-26300bp	0.4662716066478775
reptile	rGopEvg1	five-prime-30kb-26400bp	0.46708657591401254
reptile	rGopEvg1	five-prime-30kb-26500bp	0.4664664918941166
reptile	rGopEvg1	five-prime-30kb-26600bp	0.46624556542625906
reptile	rGopEvg1	five-prime-30kb-26700bp	0.46713310349489623
reptile	rGopEvg1	five-prime-30kb-26800bp	0.4675129531711155
reptile	rGopEvg1	five-prime-30kb-26900bp	0.46718602136001075
reptile	rGopEvg1	five-prime-30kb-27000bp	0.4677480375885566
reptile	rGopEvg1	five-prime-30kb-27100bp	0.46622622852442264
reptile	rGopEvg1	five-prime-30kb-27200bp	0.4671201891658227
reptile	rGopEvg1	five-prime-30kb-27300bp	0.46733906902745154
reptile	rGopEvg1	five-prime-30kb-27400bp	0.467430863533997
reptile	rGopEvg1	five-prime-30kb-27500bp	0.46844020320381125
reptile	rGopEvg1	five-prime-30kb-27600bp	0.46710067125566535
reptile	rGopEvg1	five-prime-30kb-27700bp	0.4675446881246922
reptile	rGopEvg1	five-prime-30kb-27800bp	0.46642606430276273
reptile	rGopEvg1	five-prime-30kb-27900bp	0.4678212039320923
reptile	rGopEvg1	five-prime-30kb-28000bp	0.46651698705290906
reptile	rGopEvg1	five-prime-30kb-28100bp	0.46606705874400056
reptile	rGopEvg1	five-prime-30kb-28200bp	0.46551739303594425
reptile	rGopEvg1	five-prime-30kb-28300bp	0.4666588728373117
reptile	rGopEvg1	five-prime-30kb-28400bp	0.4660298789968228
reptile	rGopEvg1	five-prime-30kb-28500bp	0.46604979581076367
reptile	rGopEvg1	five-prime-30kb-28600bp	0.46619812248774023
reptile	rGopEvg1	five-prime-30kb-28700bp	0.4669384060886798
reptile	rGopEvg1	five-prime-30kb-28800bp	0.46696687902568296
reptile	rGopEvg1	five-prime-30kb-28900bp	0.4662881092408572
reptile	rGopEvg1	five-prime-30kb-29000bp	0.4667971337794903
reptile	rGopEvg1	five-prime-30kb-29100bp	0.4668552693841682
reptile	rGopEvg1	five-prime-30kb-29200bp	0.46782194281078887
reptile	rGopEvg1	five-prime-30kb-29300bp	0.46755497124688516
reptile	rGopEvg1	five-prime-30kb-29400bp	0.46826816918744524
reptile	rGopEvg1	five-prime-30kb-29500bp	0.4674127906976745
reptile	rGopEvg1	five-prime-30kb-29600bp	0.46738034072471607
reptile	rGopEvg1	five-prime-30kb-29700bp	0.46730394808004333
reptile	rGopEvg1	five-prime-30kb-29800bp	0.4673101622908964
reptile	rGopEvg1	five-prime-30kb-29900bp	0.4674869676633326
reptile	rGopEvg1	five-prime-30kb-30000bp	0.468401270871358
reptile	rGopEvg1	three-prime-30kb-100bp	0.432044346754952
reptile	rGopEvg1	three-prime-30kb-200bp	0.4473352150416018
reptile	rGopEvg1	three-prime-30kb-300bp	0.4527152864687462
reptile	rGopEvg1	three-prime-30kb-400bp	0.45589920664449796
reptile	rGopEvg1	three-prime-30kb-500bp	0.45878329758857
reptile	rGopEvg1	three-prime-30kb-600bp	0.46010401284842034
reptile	rGopEvg1	three-prime-30kb-700bp	0.4621032479130501
reptile	rGopEvg1	three-prime-30kb-800bp	0.4625031177469217
reptile	rGopEvg1	three-prime-30kb-900bp	0.4633271384740602
reptile	rGopEvg1	three-prime-30kb-1000bp	0.46367163262040384
reptile	rGopEvg1	three-prime-30kb-1100bp	0.46492270303112126
reptile	rGopEvg1	three-prime-30kb-1200bp	0.4657841414841611
reptile	rGopEvg1	three-prime-30kb-1300bp	0.46533247822858304
reptile	rGopEvg1	three-prime-30kb-1400bp	0.4651299534192938
reptile	rGopEvg1	three-prime-30kb-1500bp	0.4666339149273059
reptile	rGopEvg1	three-prime-30kb-1600bp	0.4671335988658611
reptile	rGopEvg1	three-prime-30kb-1700bp	0.46731519611152367
reptile	rGopEvg1	three-prime-30kb-1800bp	0.4683588739620604
reptile	rGopEvg1	three-prime-30kb-1900bp	0.468859489500947
reptile	rGopEvg1	three-prime-30kb-2000bp	0.4693370887441101
reptile	rGopEvg1	three-prime-30kb-2100bp	0.47002970363869584
reptile	rGopEvg1	three-prime-30kb-2200bp	0.4707271964345044
reptile	rGopEvg1	three-prime-30kb-2300bp	0.4712821974231225
reptile	rGopEvg1	three-prime-30kb-2400bp	0.4721050865495729
reptile	rGopEvg1	three-prime-30kb-2500bp	0.47160448227470586
reptile	rGopEvg1	three-prime-30kb-2600bp	0.4723979551131377
reptile	rGopEvg1	three-prime-30kb-2700bp	0.472999050328918
reptile	rGopEvg1	three-prime-30kb-2800bp	0.473046536489358
reptile	rGopEvg1	three-prime-30kb-2900bp	0.4731302667579759
reptile	rGopEvg1	three-prime-30kb-3000bp	0.47371812574366473
reptile	rGopEvg1	three-prime-30kb-3100bp	0.47364845701938013
reptile	rGopEvg1	three-prime-30kb-3200bp	0.4742398468026699
reptile	rGopEvg1	three-prime-30kb-3300bp	0.47439909023064075
reptile	rGopEvg1	three-prime-30kb-3400bp	0.47493304525915425
reptile	rGopEvg1	three-prime-30kb-3500bp	0.474719465262305
reptile	rGopEvg1	three-prime-30kb-3600bp	0.47533567393603854
reptile	rGopEvg1	three-prime-30kb-3700bp	0.4750013304896599
reptile	rGopEvg1	three-prime-30kb-3800bp	0.475247773191549
reptile	rGopEvg1	three-prime-30kb-3900bp	0.4751522308661147
reptile	rGopEvg1	three-prime-30kb-4000bp	0.474545822822104
reptile	rGopEvg1	three-prime-30kb-4100bp	0.474792250263184
reptile	rGopEvg1	three-prime-30kb-4200bp	0.47542831207607394
reptile	rGopEvg1	three-prime-30kb-4300bp	0.4753676490560417
reptile	rGopEvg1	three-prime-30kb-4400bp	0.4756610398379473
reptile	rGopEvg1	three-prime-30kb-4500bp	0.4761953839543306
reptile	rGopEvg1	three-prime-30kb-4600bp	0.47557227275614655
reptile	rGopEvg1	three-prime-30kb-4700bp	0.4756077089460855
reptile	rGopEvg1	three-prime-30kb-4800bp	0.47662726828628965
reptile	rGopEvg1	three-prime-30kb-4900bp	0.47667657156827603
reptile	rGopEvg1	three-prime-30kb-5000bp	0.4772621007601766
reptile	rGopEvg1	three-prime-30kb-5100bp	0.47679630004726214
reptile	rGopEvg1	three-prime-30kb-5200bp	0.4774613462966714
reptile	rGopEvg1	three-prime-30kb-5300bp	0.4770184322463034
reptile	rGopEvg1	three-prime-30kb-5400bp	0.4775436424879406
reptile	rGopEvg1	three-prime-30kb-5500bp	0.47770314293430555
reptile	rGopEvg1	three-prime-30kb-5600bp	0.47754859893664
reptile	rGopEvg1	three-prime-30kb-5700bp	0.4780165642652983
reptile	rGopEvg1	three-prime-30kb-5800bp	0.47689929002872083
reptile	rGopEvg1	three-prime-30kb-5900bp	0.4772722976166363
reptile	rGopEvg1	three-prime-30kb-6000bp	0.47785604690387556
reptile	rGopEvg1	three-prime-30kb-6100bp	0.47738107330534596
reptile	rGopEvg1	three-prime-30kb-6200bp	0.47727929970097427
reptile	rGopEvg1	three-prime-30kb-6300bp	0.47665023632680625
reptile	rGopEvg1	three-prime-30kb-6400bp	0.476952771137106
reptile	rGopEvg1	three-prime-30kb-6500bp	0.47644733818936025
reptile	rGopEvg1	three-prime-30kb-6600bp	0.47744269159180014
reptile	rGopEvg1	three-prime-30kb-6700bp	0.47761707796300584
reptile	rGopEvg1	three-prime-30kb-6800bp	0.4775499729875743
reptile	rGopEvg1	three-prime-30kb-6900bp	0.476993924752556
reptile	rGopEvg1	three-prime-30kb-7000bp	0.4779210891751586
reptile	rGopEvg1	three-prime-30kb-7100bp	0.4783331457470436
reptile	rGopEvg1	three-prime-30kb-7200bp	0.4782023230686116
reptile	rGopEvg1	three-prime-30kb-7300bp	0.4784206735098145
reptile	rGopEvg1	three-prime-30kb-7400bp	0.4776325362913694
reptile	rGopEvg1	three-prime-30kb-7500bp	0.4769601007842918
reptile	rGopEvg1	three-prime-30kb-7600bp	0.47753089754845673
reptile	rGopEvg1	three-prime-30kb-7700bp	0.4785081380428176
reptile	rGopEvg1	three-prime-30kb-7800bp	0.47842506922401573
reptile	rGopEvg1	three-prime-30kb-7900bp	0.4776294352413756
reptile	rGopEvg1	three-prime-30kb-8000bp	0.4779390531914676
reptile	rGopEvg1	three-prime-30kb-8100bp	0.4773228878233268
reptile	rGopEvg1	three-prime-30kb-8200bp	0.4772960986920601
reptile	rGopEvg1	three-prime-30kb-8300bp	0.4771920187899117
reptile	rGopEvg1	three-prime-30kb-8400bp	0.47656243668535153
reptile	rGopEvg1	three-prime-30kb-8500bp	0.47659012629161884
reptile	rGopEvg1	three-prime-30kb-8600bp	0.47693973571058734
reptile	rGopEvg1	three-prime-30kb-8700bp	0.47689143165877135
reptile	rGopEvg1	three-prime-30kb-8800bp	0.47700276896062677
reptile	rGopEvg1	three-prime-30kb-8900bp	0.4775626392922267
reptile	rGopEvg1	three-prime-30kb-9000bp	0.47610251907881407
reptile	rGopEvg1	three-prime-30kb-9100bp	0.4763950657885078
reptile	rGopEvg1	three-prime-30kb-9200bp	0.4766567607726597
reptile	rGopEvg1	three-prime-30kb-9300bp	0.4762347267078457
reptile	rGopEvg1	three-prime-30kb-9400bp	0.47652213066774735
reptile	rGopEvg1	three-prime-30kb-9500bp	0.4761407537484803
reptile	rGopEvg1	three-prime-30kb-9600bp	0.4766439281372417
reptile	rGopEvg1	three-prime-30kb-9700bp	0.4772700256652708
reptile	rGopEvg1	three-prime-30kb-9800bp	0.47778062947453737
reptile	rGopEvg1	three-prime-30kb-9900bp	0.47760975280291773
reptile	rGopEvg1	three-prime-30kb-10000bp	0.4767391598000811
reptile	rGopEvg1	three-prime-30kb-10100bp	0.4769269215183034
reptile	rGopEvg1	three-prime-30kb-10200bp	0.47724338481396433
reptile	rGopEvg1	three-prime-30kb-10300bp	0.4770856472922214
reptile	rGopEvg1	three-prime-30kb-10400bp	0.47753616056351617
reptile	rGopEvg1	three-prime-30kb-10500bp	0.4769956027577551
reptile	rGopEvg1	three-prime-30kb-10600bp	0.4762913015787239
reptile	rGopEvg1	three-prime-30kb-10700bp	0.47729341169053413
reptile	rGopEvg1	three-prime-30kb-10800bp	0.4779937854633882
reptile	rGopEvg1	three-prime-30kb-10900bp	0.47778640907862735
reptile	rGopEvg1	three-prime-30kb-11000bp	0.47718817322852586
reptile	rGopEvg1	three-prime-30kb-11100bp	0.4774482589823038
reptile	rGopEvg1	three-prime-30kb-11200bp	0.47734006702819476
reptile	rGopEvg1	three-prime-30kb-11300bp	0.47678578666486526
reptile	rGopEvg1	three-prime-30kb-11400bp	0.4764466662163075
reptile	rGopEvg1	three-prime-30kb-11500bp	0.4760847275702373
reptile	rGopEvg1	three-prime-30kb-11600bp	0.47695539514191143
reptile	rGopEvg1	three-prime-30kb-11700bp	0.4763168335585402
reptile	rGopEvg1	three-prime-30kb-11800bp	0.4757936801030257
reptile	rGopEvg1	three-prime-30kb-11900bp	0.4768269945281362
reptile	rGopEvg1	three-prime-30kb-12000bp	0.4763078737111027
reptile	rGopEvg1	three-prime-30kb-12100bp	0.47593925621258304
reptile	rGopEvg1	three-prime-30kb-12200bp	0.4749824842454715
reptile	rGopEvg1	three-prime-30kb-12300bp	0.4738157005810026
reptile	rGopEvg1	three-prime-30kb-12400bp	0.4741083470191407
reptile	rGopEvg1	three-prime-30kb-12500bp	0.4750060802594245
reptile	rGopEvg1	three-prime-30kb-12600bp	0.4754600729631131
reptile	rGopEvg1	three-prime-30kb-12700bp	0.47550111396563016
reptile	rGopEvg1	three-prime-30kb-12800bp	0.4750722875287124
reptile	rGopEvg1	three-prime-30kb-12900bp	0.4748952844210242
reptile	rGopEvg1	three-prime-30kb-13000bp	0.475680989055533
reptile	rGopEvg1	three-prime-30kb-13100bp	0.475685042561816
